STOP_ID,STOP_NAME,TOWN,TOWN_ID,ROUTE,SEQUENCE,LATITUDE,LONGITUDE
6299,High St @ Woburn St,MEDFORD,176,326,21,42.4218080316471,-71.1231309001527
5324,Salem St @ Garfield Ave,MEDFORD,176,325,9,42.4218880385832,-71.0952927082679
5325,Salem St @ Grant Ave,MEDFORD,176,325,10,42.4223743734212,-71.0926914161353
6305,Playstead Rd @ Madison St,MEDFORD,176,326,27,42.4230140827311,-71.1344053879694
5333,Salem St @ Fellsway Garage,MEDFORD,176,325,11,42.4231348303412,-71.0911912569506
9150,Winthrop St @ Suffolk St,MEDFORD,176,326,5,42.4238248928694,-71.1209317459099
6306,Playstead Rd @ Chardon Rd,MEDFORD,176,326,28,42.4244793087093,-71.1346302527408
83111,Fellsway W @ Fells Ave,MEDFORD,176,325,12,42.424547681554,-71.0916607720989
8312,205 Fellsway W,MEDFORD,176,325,13,42.4249084437425,-71.0946502202267
8313,Fellsway W @ Fern Rd,MEDFORD,176,325,14,42.4253603141068,-71.0972770872294
9149,Winthrop St @ Exeter St,MEDFORD,176,326,4,42.4254125390114,-71.1229867183372
6307,Playstead Rd @ Clewley Rd,MEDFORD,176,326,29,42.4258144245193,-71.1348996951048
8314,Fellsway W @ Fulton St,MEDFORD,176,325,15,42.4258551103398,-71.1010492501927
9147,Winthrop St @ Brooks St - Medford HS,MEDFORD,176,326,3,42.4274224543528,-71.1258562918169
6308,Playstead Rd @ Dianne Rd,MEDFORD,176,326,30,42.4275497916274,-71.1342204188635
8315,Fellsway W @ Ridgeway Rd - Roosevelt Circle,MEDFORD,176,325,16,42.4287274992092,-71.1025671307081
8303,Fellsway W @ S Border Rd,MEDFORD,176,325,2,42.4297772393262,-71.1037803606239
9146,578 Winthrop St.,MEDFORD,176,326,2,42.4297884254808,-71.1296777629338
6309,Playstead Rd @ Osborne Rd,MEDFORD,176,326,31,42.4298339629318,-71.1324262393026
7414,Squire Rd @ Super Stop + Shop,REVERE,248,426,48,42.4305837484231,-71.0207873202211
8316,Fellsway W @ Fulton Springs Rd,MEDFORD,176,325,17,42.4306997677537,-71.1021250759019
45151,107 Salem Tnpk,REVERE,248,424,7,42.4307121035765,-70.9974766273977
7415,Squire Rd @ Showcase Cinema,REVERE,248,426,52,42.4307213840957,-71.0208698214401
16310,Playstead Rd @ Winthrop St,MEDFORD,176,326,1,42.4315238295273,-71.1312209145224
16310,Playstead Rd @ Winthrop St,MEDFORD,176,326,32,42.4315248295273,-71.1312209145224
7413,Beach St @ Hancock Rd,MALDEN,165,426,47,42.4317711444216,-71.0245612791731
7412,Lynn St @ Beach St,MALDEN,165,426,46,42.4321542715858,-71.025259448701
7417,Wesley St @ Lynn St,MALDEN,165,426,53,42.4328516766927,-71.0241511330766
8317,Fellsway W @ Foss St,MEDFORD,176,325,18,42.4332338244904,-71.1011462050264
7418,Lynn St opp Revere St,MALDEN,165,426,54,42.4336476518329,-71.0234447293948
7411,Lynn St @ Oliver St,MALDEN,165,426,45,42.4338018628502,-71.0232718096901
7410,Lynn St @ Lawrence St,REVERE,248,426,44,42.4350313096256,-71.0220060477242
8301,Fellsway W @ Elm St,MEDFORD,176,325,19,42.4355741084713,-71.1017499216991
8302,Fellsway W opp. Elm St,MEDFORD,176,325,1,42.4360819674511,-71.1020957608214
9070,Salem St @ Lynn St,MALDEN,165,428,54,42.4361392005173,-71.0216546092821
8338,Kennedy Dr @ Granada Highlands - Bldg 184,MALDEN,165,428,50,42.4363179342497,-71.0318537348379
8336,Kennedy Dr @ Granada Highlands - Main Stop,MALDEN,165,428,49,42.4364502485601,-71.0331311660728
7409,Salem St @ Cutler Hwy,REVERE,248,426,43,42.4372542655111,-71.0206241359027
18338,Kennedy Dr @ Granada Highlands - Bldg 142,MALDEN,165,428,51,42.4374260208749,-71.0305264145534
17419,Salem St @ Cutler Hwy,REVERE,248,426,56,42.4375212068686,-71.0197997315949
46267,Kennedy Dr @ Salem St,MALDEN,165,428,47,42.4376932066639,-71.0251542385512
46268,Kennedy Dr @ Central Ave,MALDEN,165,428,48,42.4380989478083,-71.0295240501766
7408,Salem St @ Waitt Ct,REVERE,248,426,42,42.4392729910402,-71.0174080804462
7422,Salem St @ Marshall St N,REVERE,248,426,58,42.4404968016815,-71.015491600168
7407,Salem St @ Walnut St,REVERE,248,426,41,42.4406819015657,-71.0153590734316
7406,Salem St @ Franklin St,REVERE,248,426,40,42.4415413327776,-71.0147521937614
7423,Salem St opp Clifton St,REVERE,248,426,60,42.443605156967,-71.0133116656077
7405,Salem St @ Clifton St,SAUGUS,262,426,39,42.4437719672891,-71.0131947623732
7404,Lincoln Ave @ Laurel St,SAUGUS,262,426,38,42.4448306107883,-71.0124133850945
7424,Lincoln Ave opp Laurel St,SAUGUS,262,426,61,42.4449251475249,-71.0123427396866
7403,Lincoln Ave @ Linwood St,SAUGUS,262,426,37,42.4461843600844,-71.0114034874987
7426,Lincoln Ave @ Western Ave,SAUGUS,262,426,62,42.4467523442335,-71.0109782008024
7427,Lincoln Ave @ Lincoln Ct,SAUGUS,262,426,63,42.4476993185285,-71.0102690462744
7401,Lincoln Ave @ Jackson St,SAUGUS,262,426,36,42.4485739262608,-71.0095208238886
7429,Lincoln Ave @ Cliftondale Sq,SAUGUS,262,426,64,42.4486008137724,-71.0091315655992
17429,Lincoln Ave @ Charlotte Rd,SAUGUS,262,426,65,42.4489538062527,-71.0066685383564
4516,Salem Tnpk @ Ballard St,SAUGUS,262,424,8,42.449375752517,-70.9806163985303
4495,Salem Tnpk @ Ballard St,SAUGUS,262,434,60,42.4493859925521,-70.9808171370578
7400,Lincoln Ave @ Oak Hill Rd,SAUGUS,262,426,35,42.44946703948,-71.0059736346124
7395,Lincoln Ave @ Atlantic Ave,SAUGUS,262,426,30,42.4496863996051,-70.9964167359824
7430,Lincoln Ave opp Kent St,SAUGUS,262,426,66,42.4497413727426,-71.0056867840838
7399,Lincoln Ave @ Central St,SAUGUS,262,426,34,42.4498530739366,-71.0054929257793
7433,Lincoln Ave @ Nason Rd,SAUGUS,262,426,69,42.4499161894597,-70.9988764929529
7396,Lincoln Ave opp Nason Rd,SAUGUS,262,426,31,42.4499257074806,-70.9990570254878
7431,Lincoln Ave @ Morton Ave,SAUGUS,262,426,67,42.4499457186234,-71.0024291747161
7398,Lincoln Ave @ Intervale Ave,SAUGUS,262,426,33,42.4499611969168,-71.0028617415148
7397,Lincoln Ave opp Sunnyside Pk,SAUGUS,262,426,32,42.449969962603,-71.0006654827028
7432,Lincoln Ave @ Sunnyside Pk,SAUGUS,262,426,68,42.4499702043159,-71.0009491110762
7435,Lincoln Ave @ Bristow St,SAUGUS,262,426,71,42.4502047485888,-70.9943019425075
7394,Lincoln Ave opp Bristow St,SAUGUS,262,426,29,42.4503125005147,-70.994120271298
7393,Lincoln Ave @ Overlea Ave,SAUGUS,262,426,28,42.4510710466403,-70.9932756486754
7437,Lincoln Ave @ Guild Rd,SAUGUS,262,426,73,42.4518559435661,-70.9925212649117
7392,Lincoln Ave opp Guild Rd,SAUGUS,262,426,27,42.4520109571512,-70.9924012970815
7438,Lincoln Ave @ Bates St,SAUGUS,262,426,74,42.4529466924749,-70.9917394467047
7391,Lincoln Ave opp Dudley St,SAUGUS,262,426,26,42.4531409816597,-70.9916034044405
4518,1067 Western Ave,LYNN,163,424,9,42.4537251811232,-70.9757727805376
7390,Lincoln Ave @ Chestnut St,SAUGUS,262,426,25,42.454681977559,-70.9905298940837
4520,Western Ave opp Lynn Garage,LYNN,163,424,10,42.4551803409537,-70.9741150548058
7439,Lincoln Ave @ Ballard St,SAUGUS,262,426,75,42.4553190847416,-70.9903616869298
4492,Western Ave @ MBTA Lynn Garage,LYNN,163,434,58,42.4553295415915,-70.9739429110922
45211,Western Ave opp Ida St,LYNN,163,424,11,42.4560446792461,-70.9731163879609
7609,Winter St @ Chestnut St,SAUGUS,262,428,27,42.4561285965945,-70.9919369925689
7389,Lincoln Ave @ Wendell  St,SAUGUS,262,426,24,42.4562093679327,-70.9901291079102
7440,60 Lincoln Ave,SAUGUS,262,426,76,42.4565098979209,-70.99004485322
7608,Winter St opp Stocker St,SAUGUS,262,428,26,42.456607762026,-70.9933156179189
7453,Burns St @ Western Ave,LYNN,163,426,90,42.4572560955019,-70.9718587142665
4490,Western Ave @ Burns St,LYNN,163,434,56,42.4572657826049,-70.9717024752309
7607,Winter St @ Johnson Rd,SAUGUS,262,428,25,42.457332875094,-70.9961276504349
7466,60 Winter St,SAUGUS,262,428,96,42.4574904669912,-70.9965810422047
4521,Western Ave @ Minot St,LYNN,163,424,12,42.4575884868854,-70.9713268923814
7388,Lincoln Ave @ Vincent St,SAUGUS,262,426,23,42.4576403676598,-70.9897370433076
7376,Summer St @ Linden St,LYNN,163,426,12,42.4577440721697,-70.97323337628
7441,Lincoln Ave @ Vincent St,SAUGUS,262,426,77,42.4577566590096,-70.9897041964885
7452,Summer St @ River St,LYNN,163,426,89,42.4577776725855,-70.9728440084622
7377,Summer St opp Margin St,LYNN,163,426,13,42.4583104080915,-70.9761339749858
7606,Winter St @ Westland Ave,SAUGUS,262,428,24,42.4584355816975,-70.9993115322621
4489,Western Ave @ Summer St,LYNN,163,434,55,42.4584633395264,-70.9703235454028
4522,Western Ave @ Summer St,LYNN,163,424,13,42.4587113197374,-70.970032213765
7468,Winter St @ Riverside Pk,SAUGUS,262,428,98,42.4588225637129,-71.0004058751223
7450,Summer St @ Dearborn Ave,LYNN,163,426,87,42.4588280122308,-70.9770716716502
7442,30 Lincoln Ave,SAUGUS,262,426,78,42.4588501259601,-70.989390621213
7378,Summer St opp Dearborn Ave,LYNN,163,426,14,42.4589110060747,-70.9772181105726
7599,Winter St opp Riverside Pk,SAUGUS,262,428,23,42.4589430272418,-71.0007530310723
7597,153 Winter St,SAUGUS,262,428,21,42.459252956365,-71.0052084616231
7470,Opp 153 Winter St,SAUGUS,262,428,100,42.4592708072326,-71.0053036884296
7598,Winter St @ Kenwood Ave,SAUGUS,262,428,22,42.4593844827548,-71.0029553062129
7469,Winter St opp Kenwood Ave,SAUGUS,262,428,99,42.4594008139582,-71.0030889159831
7379,Summer St @ Raddin Grove Ave,LYNN,163,426,15,42.459558162656,-70.9783586212416
7596,Winter St @ E Denver St,SAUGUS,262,428,20,42.4601991288997,-71.0075162756228
7380,787 Summer St,LYNN,163,426,16,42.4602186248585,-70.9795231034086
7386,Boston St @ Hamilton St,LYNN,163,426,22,42.4604065284422,-70.988738215213
4488,Western Ave @ Breed Square,LYNN,163,426,11,42.4604840389138,-70.968079956562
7443,Boston St opp Hamilton St,LYNN,163,426,79,42.4605020378433,-70.9886987428502
4523,Western Ave @ Walden St,LYNN,163,424,14,42.46072611332,-70.9678358498596
7381,800 Summer St,LYNN,163,426,17,42.4610081836877,-70.9809109944121
7448,Summer St @ Deer Pk,LYNN,163,426,84,42.461119707493,-70.9811065692257
7385,Boston St @ Oakland Ave,LYNN,163,426,21,42.461161789658,-70.9881427836248
7595,Winter St @ Central St,SAUGUS,262,428,19,42.4612491885369,-71.009285358445
7472,Winter St @ Central St,SAUGUS,262,428,102,42.4613324240337,-71.009219215688
7447,Summer St @ Boston St,LYNN,163,426,83,42.4618051184156,-70.982302066989
7384,Boston St @ Winnepurkit Ave,LYNN,163,426,20,42.4618789178862,-70.986687238931
14748,Lynn Commuter Rail Busway,LYNN,163,426,103,42.4619103717207,-70.9459988304994
7383,Boston St @ Northside Ave,LYNN,163,426,19,42.462024569411,-70.9846889459068
16653,Market St @ Commuter Rail,LYNN,163,426,1,42.4620281932939,-70.9472857862704
16653,Market St @ Commuter Rail,LYNN,163,426,107,42.4620291932939,-70.9472857862704
7382,Summer St @ Boston St,LYNN,163,426,18,42.4620786583272,-70.9827445965583
4524,760 Western Ave,LYNN,163,424,15,42.4621965293148,-70.9662568130762
4487,743 Western Ave,LYNN,163,426,10,42.4623574763615,-70.9659853707755
4451,N Common St @ Western Ave,LYNN,163,426,9,42.462545091002,-70.9654033216087
4525,S Common St @ Elm St,LYNN,163,426,95,42.4626237486204,-70.9642965155433
6821,170 S Common St,LYNN,163,426,96,42.4626688328207,-70.9620549879729
4486,Western Ave @ Market Square,LYNN,163,434,52,42.4626934112853,-70.9654588433533
6822,S Common St @ Huss Ct,LYNN,163,426,97,42.4627764407254,-70.9602023873157
6230,Central St @ Jasper St,SAUGUS,262,428,103,42.4628291582521,-71.0095580853979
6773,Market St @ Andrew St,LYNN,163,426,102,42.4629345415172,-70.9489098950753
6823,S Common St @ Shepard St,LYNN,163,426,98,42.4630034425274,-70.9585534610309
6213,329 Central St opp Jasper St,SAUGUS,262,428,18,42.4630165703702,-71.0095978439315
4527,Western Ave @ Center St,LYNN,163,424,16,42.4632645136311,-70.9647498317315
6784,N Common St @ Holton Pl,LYNN,163,426,8,42.4633319984975,-70.9616756164094
6824,S Common St @ Blossom St,LYNN,163,426,99,42.4633498101275,-70.9559874383333
4895,Broad St @ Silsbee St,LYNN,163,448,58,42.4633773443549,-70.9399732402787
6825,50 S Common St,LYNN,163,426,100,42.4634853251563,-70.9549630215504
4894,Broad St opp Nahant St,LYNN,163,448,57,42.4635126793376,-70.938777124488
6783,N Common St @ Park St,LYNN,163,426,7,42.4635758918472,-70.9601804111537
6782,N Common St @ Whiting St,LYNN,163,426,6,42.4636121301788,-70.9588996281801
6669,Mt Vernon @ Exchange St,LYNN,163,426,106,42.4636379331743,-70.942963245798
6781,N Common St @ Baker St,LYNN,163,426,5,42.4636461439305,-70.9577222649612
6600,Union St @ Exchange St,LYNN,163,426,104,42.4637009524647,-70.9438384438564
6780,N Common St @ Hanover St,LYNN,163,426,4,42.4638118306717,-70.9552291723377
4893,Broad St @ Green St,LYNN,163,448,56,42.46390998287,-70.9364033342565
6674,Market St @ City Hall Sq,LYNN,163,426,2,42.4640884656788,-70.9509313537982
6212,Central St @ Columbus Ave,SAUGUS,262,428,17,42.4641304140567,-71.0098709014962
6827,S Common St @ Market St,LYNN,163,426,101,42.4641693730159,-70.9517870418388
6675,N Common St @ Franklin St,LYNN,163,426,3,42.464240528424,-70.9528424563972
4892,Lewis St @ Chestnut St,LYNN,163,448,55,42.4643182938611,-70.9344856412875
7478,Main St @ Vine St,SAUGUS,262,428,108,42.464388935199,-71.0186058498392
6208,Main St @ Vine St,SAUGUS,262,428,13,42.4643957635098,-71.0188710737664
7591,78 Main St,SAUGUS,262,428,14,42.4644052253466,-71.0170276889838
7477,Main St @ Newhall Ave,SAUGUS,262,428,107,42.4644078479923,-71.0168059544181
47526,Main St opp Kennedy Dr,SAUGUS,262,428,109,42.4645165585292,-71.0211459604406
6207,Main St @ Kennedy Dr,SAUGUS,262,428,12,42.4645423321145,-71.0213766200175
17591,56 Main St,SAUGUS,262,428,15,42.4645538710335,-71.0146765196768
4485,Western Ave  @ Mall St,LYNN,163,434,51,42.4645880486027,-70.96315356069
47527,Main St opp Pierce Memorial Dr,SAUGUS,262,428,110,42.4646819458788,-71.0223290282186
7474,Central St @ Hamilton St,SAUGUS,262,428,104,42.4647102442873,-71.0097854547468
7506,Main St opp Summer St,SAUGUS,262,428,16,42.464724307925,-71.0124020087007
6206,Main St @ Pierce Memorial Dr,SAUGUS,262,428,11,42.4647369145578,-71.0228577955689
7236,Silsbee St @ Union St,LYNN,163,426,105,42.4650279408516,-70.9422629256691
4528,Western Ave opp Barrett St,LYNN,163,424,17,42.4652253751952,-70.9623982456446
4891,Lewis St @ Lafayette Park,LYNN,163,448,54,42.4654176689816,-70.932803490289
4529,Western Ave @ Park St,LYNN,163,424,18,42.4657780150702,-70.9617388316393
4484,Western Ave @ Park St,LYNN,163,434,50,42.4659028046448,-70.9615877850025
4890,Lewis St @ Autumn St,LYNN,163,448,53,42.4659249932265,-70.9303911289732
7586,Main St @ Rt 1 Ramp,SAUGUS,262,428,10,42.4662875878622,-71.0270725561209
6830,Union St @ Silsbee St,LYNN,163,459,122,42.4663787096737,-70.9421913917034
4888,Lewis St @ Burrill Ave,LYNN,163,448,52,42.4665328047214,-70.9274755331125
4887,Lewis St. @ Wardwell Ave.,LYNN,163,448,51,42.4667835585523,-70.9262806266349
6831,Union St @ Smith St,LYNN,163,459,123,42.4668786324762,-70.9416419300287
7234,Union St @ Joyce St,LYNN,163,459,50,42.4669787760879,-70.9415285874617
4912,260 Humphrey St,SWAMPSCOTT,291,449,41,42.4671366312337,-70.9137298767896
7587,190 Main St,SAUGUS,262,428,9,42.4671384759599,-71.0272477418214
4530,Western Ave @ Brimblecom St,LYNN,163,424,19,42.4671478566253,-70.9600845013128
4483,Western Ave @ Congress St,LYNN,163,434,49,42.4671876054731,-70.9600339792557
7481,Opp 190 Main St,SAUGUS,262,428,111,42.4672066763177,-71.0272684828223
6832,Union St @ W Green St,LYNN,163,459,124,42.467402062909,-70.9407797873821
4916,Humphrey St @ Eastern Ave,SWAMPSCOTT,291,449,45,42.4674196439021,-70.9222204249519
4911,Humphrey St @ Greenwood Ave,SWAMPSCOTT,291,449,40,42.4677390397759,-70.9104427734379
4908,508 Humphrey St,SWAMPSCOTT,291,449,38,42.4677533810542,-70.9055711088094
4909,Humphrey St @ Cedar Hill Terr,SWAMPSCOTT,291,449,39,42.4677611825923,-70.9075323433658
4915,58 Humphrey St,SWAMPSCOTT,291,449,44,42.4678424717625,-70.9206043699202
4907,Humphrey St @ Millett Rd,SWAMPSCOTT,291,449,37,42.4679012914814,-70.9035947712996
82471,Russell St @ Cambridge St,WOBURN,347,354,11,42.4679149746985,-71.1785856351161
7233,Union St @ Union Ct,LYNN,163,459,49,42.4679508025427,-70.9391191343708
49927,Lexington St @ Russell St,WOBURN,347,354,70,42.4680073920662,-71.1784337340706
4913,193 Humphrey St,SWAMPSCOTT,291,449,42,42.4680499918293,-70.9169736284819
4886,New Ocean St  @ Oneida St,LYNN,163,448,50,42.4680901838655,-70.9239143224679
7232,Union St @ Shorey St,LYNN,163,459,48,42.4682806713291,-70.9384525534775
4906,Humphrey St @ Pleasant St,SWAMPSCOTT,291,449,36,42.4683424107424,-70.9007070459368
4914,Humphrey St @ Monument Ave,SWAMPSCOTT,291,449,43,42.4683547307808,-70.9184431439089
4531,Western Ave @ Franklin St,LYNN,163,424,20,42.468473010077,-70.9584694624616
7308,Western Ave @ Franklin St,LYNN,163,434,48,42.4686057628792,-70.9583086770537
7483,221 Main St,SAUGUS,262,428,112,42.4686117131693,-71.0281139387773
4905,Humphrey St opp Shelton Rd,SWAMPSCOTT,291,449,35,42.4687577528916,-70.8985689964752
6834,Union St @ Chestnut St,LYNN,163,459,126,42.4689821797878,-70.9370463876684
6141,Chestnut St @ Union St,LYNN,163,459,47,42.4691007946371,-70.9369614809688
4885,New Ocean St opp Rock Ave,SWAMPSCOTT,291,448,49,42.4692200726125,-70.9227294235019
49816,Lexington St @ Mayflower St,WOBURN,347,354,12,42.4694907030867,-71.1770822885276
7585,Main St opp Forest St,SAUGUS,262,428,8,42.4695614763374,-71.0300911656349
4904,Humphrey St @ Phillips Circle,SWAMPSCOTT,291,449,34,42.4695929408039,-70.8962369031755
4532,Western Ave @ Washington St,LYNN,163,424,21,42.4696943672975,-70.9569887049378
49926,177 Lexington St,WOBURN,347,354,69,42.4700544114146,-71.1765966868671
7583,288 Main St,SAUGUS,262,428,7,42.47022550764,-71.0315763120824
4903,Humphrey St opp Puritan Rd,SWAMPSCOTT,291,449,33,42.4705001852009,-70.8947854784735
1684,Cambridge Rd opp Revere Rd,WOBURN,347,354,71,42.4705712564914,-71.180183918288
6140,Essex St @ Fayette St,LYNN,163,459,46,42.4705834087655,-70.9368882506955
8247,Cambridge Rd @ Revere Rd,WOBURN,347,354,10,42.4707213907118,-71.1802041903762
7485,291Main St,SAUGUS,262,428,114,42.470815183169,-71.0325420841437
4883,Paradise Rd @ Burrill St,SWAMPSCOTT,291,448,48,42.4708888668866,-70.9213556816931
7246,Western Ave @ Lawton Ave,LYNN,163,424,22,42.4710905215607,-70.95529851897
7306,Western Ave @ Lawton Ave,LYNN,163,434,46,42.4712275236435,-70.9551333434204
6143,Essex St @ Chatham St,LYNN,163,459,128,42.4716731403783,-70.9347019429899
6139,Essex St @ Chatham St,LYNN,163,459,45,42.4717708239531,-70.9345086352927
7247,Western Ave @ Bellair St,LYNN,163,424,23,42.4718299318504,-70.9544060330459
7305,Western Ave @ Granite St,LYNN,163,434,45,42.4718829805837,-70.9543416264631
4882,Paradise Rd @ Berkshire St,SWAMPSCOTT,291,448,47,42.4720014042502,-70.9196018663924
7582,Main St @ Lynn Fells Pkwy,SAUGUS,262,428,6,42.4721044099432,-71.0349485452108
49817,Lexington St @ Totman Rd,WOBURN,347,354,13,42.4721540766285,-71.1747739404446
8246,113 Cambridge Rd opp Surrey Circle,WOBURN,347,354,9,42.4721754184974,-71.1803910773003
4902,Humphrey St @ Orchard Rd,SWAMPSCOTT,291,449,32,42.4723902879244,-70.8946585740029
7248,Western Ave @ Nichols Ave,LYNN,163,424,24,42.4724241781608,-70.953684627498
6138,Essex St @ Porter St,LYNN,163,459,44,42.4724363913421,-70.9331723918128
6144,Essex St opp Porter St,LYNN,163,459,129,42.4724747165532,-70.9330707699764
4881,Paradise Rd opp Andrew Rd,SWAMPSCOTT,291,448,46,42.4726828621944,-70.9185970009866
6137,141 Essex St,LYNN,163,459,43,42.4727439450783,-70.9322935077103
1685,Cambridge Rd @ Surrey Circle,WOBURN,347,354,72,42.4728633128265,-71.1805063497745
59817,Lexington St @ Willow St,WOBURN,347,354,14,42.4730775333577,-71.1727274733933
7495,Main St @ Carver St,SAUGUS,262,428,5,42.473123277711,-71.0371467519826
49924,Lexington St @ Willow St,WOBURN,347,354,68,42.4731684129624,-71.1725082663852
6136,Essex St @ Empire St,LYNN,163,459,42,42.4734712715129,-70.9305169975648
6145,Essex St @ Empire St,LYNN,163,459,130,42.4735122476887,-70.9304401825557
7249,Western Ave @ Bayview Ave,LYNN,163,424,25,42.4736530451919,-70.9523194687562
4880,Paradise Rd @ Ellis Rd,SWAMPSCOTT,291,448,45,42.4737108766755,-70.917075711184
7303,Western Ave opp Bayview Ave,LYNN,163,434,43,42.473846355314,-70.9521325861933
4901,Humphrey St @ Orchard Circle,SWAMPSCOTT,291,449,31,42.4739566538611,-70.8942555571307
49818,94 Lexington St,WOBURN,347,354,15,42.4740453680721,-71.1706016577123
7489,371 Main St,SAUGUS,262,428,117,42.4744001508808,-71.0384741204702
49923,81 Lexington St,WOBURN,347,354,67,42.4744879212574,-71.1696707516778
6146,Essex St @ Eastern Ave,LYNN,163,459,131,42.4745749862525,-70.928691003408
6135,Essex St @ Eastern Ave,LYNN,163,459,41,42.4746911111077,-70.9285026450065
7494,Main St opp Kingdom Way,SAUGUS,262,428,4,42.4747368656133,-71.0386102723635
4879,Paradise Rd @ Norfolk Ave,SWAMPSCOTT,291,448,44,42.474819372811,-70.9154499163986
7302,Western Ave opp Linden Terr,LYNN,163,434,42,42.4750228027618,-70.9509969850028
7250,Western Ave @ Linden Terr,LYNN,163,424,26,42.4750932256531,-70.9509302966183
7223,Eastern Ave @ Sheldon St,LYNN,163,424,40,42.4752160218405,-70.9292117152483
49820,28 Lexington St,WOBURN,347,354,16,42.4753266385194,-71.1673079983549
8245,81 Cambridge Rd opp Locust St,WOBURN,347,354,8,42.4754810266972,-71.1822205220713
6148,Essex St @ Essex Ave,SWAMPSCOTT,291,459,133,42.4756135804456,-70.9236333382194
6133,Essex St @ Cherry St,SWAMPSCOTT,291,459,39,42.4756628651903,-70.9253998180458
6134,13 Essex St,LYNN,163,459,40,42.4756929473492,-70.9265607795038
6149,Essex St @ Burrill St,SWAMPSCOTT,291,459,134,42.475781290827,-70.9219243594653
49921,Lexington St @ Cannon Rd,WOBURN,347,354,66,42.4758290171938,-71.1653889411805
16132,Essex St opp Burrill St,SWAMPSCOTT,291,459,38,42.4759048022197,-70.9216455998997
7251,Western Ave @ Rockingham St,LYNN,163,424,27,42.4759182134849,-70.9501489754031
4864,Humphrey St @ Salem St,SWAMPSCOTT,291,449,30,42.4759890066415,-70.8926287535606
4878,Paradise Rd @ Franklin Ave,SWAMPSCOTT,291,448,43,42.476072914047,-70.9133842906287
49821,20 Lexington St,WOBURN,347,354,17,42.4761031227994,-71.1646453919779
4865,Salem St @  Humphrey St,SWAMPSCOTT,291,448,30,42.4762118336505,-70.8925141142063
7222,294 Eastern Ave,LYNN,163,424,39,42.4762475986106,-70.9303454528249
6150,Essex St @ Elm Pl,SWAMPSCOTT,291,459,135,42.4763497768257,-70.9206182409368
50920,Lexington St @ Burlington St,WOBURN,347,354,65,42.4768039485942,-71.1629535020868
18244,Cambridge Rd @ Sylvanus Wood Ln,WOBURN,347,354,7,42.4768621269068,-71.1833499588
49920,Pleasant St @ Valley Rd,WOBURN,347,354,64,42.4768646496631,-71.1609041976373
49823,126 Pleasant St opp Valley Rd,WOBURN,347,354,19,42.4768800722073,-71.1611735687244
49822,Lexington St opp Burlington St,WOBURN,347,354,18,42.4769171205278,-71.1625300605294
6132,Essex St @ Burpee Rd,SWAMPSCOTT,291,459,37,42.476929005736,-70.9198830342469
4877,306 Paradise Rd opp Walker Rd,SWAMPSCOTT,291,448,42,42.4769719243852,-70.9100984072523
7490,Main St @ Scott Dr,SAUGUS,262,428,118,42.4770709835115,-71.0395497226588
7252,Western Ave @ Chestnut St,LYNN,163,424,28,42.4770881592085,-70.9490342844071
7300,Chestnut St @ Western Ave,LYNN,163,434,41,42.477225280223,-70.9490223709519
4866,Salem St @ Aycliffe Rd,SWAMPSCOTT,291,448,31,42.477732500594,-70.89386608316
7493,404 Main St,SAUGUS,262,428,3,42.4777993939314,-71.040053497097
49824,Pleasant St @ Arlington Rd,WOBURN,347,354,20,42.4778103922825,-71.1559379115131
7299,Chestnut St. @ Maple Street,LYNN,163,434,40,42.4779389872349,-70.950618918411
16131,Essex St @ Jackson Pk,SWAMPSCOTT,291,459,36,42.4780072781921,-70.9184165296212
4876,Paradise Rd @ Longwood Dr,SWAMPSCOTT,291,448,41,42.4780281113539,-70.9079642009089
7254,Chestnut St opp Rand St,LYNN,163,434,96,42.4784670560782,-70.9522503826269
7298,Chestnut St opp Pond St,LYNN,163,434,39,42.4785883988645,-70.952606869233
7220,Eastern Ave @ Lambert Ave,LYNN,163,424,38,42.4787570934587,-70.9331031055219
4533,Western Ave @ West Colony Rd,LYNN,163,424,29,42.4790689867554,-70.9471516964801
49917,Montvale Ave @ Main St,WOBURN,347,354,61,42.4790759316918,-71.1516671141204
7255,Chestnut St opp Allerton St,LYNN,163,434,97,42.4791008543418,-70.9538341098444
9125,Common St @ Woburn City Hall,WOBURN,347,354,21,42.479217066037,-71.151989394805
49826,Montvale Ave @ Prospect St,WOBURN,347,354,22,42.479237758039,-71.1501083504571
50916,Montvale Ave opp Prospect St,WOBURN,347,354,60,42.4792653258292,-71.1499231095429
7297,Chestnut St @ Allerton St,LYNN,163,434,38,42.4792867736034,-70.9540031458357
49918,Pleasant St @ Abbott St,WOBURN,347,354,62,42.4793296100479,-71.1533805938777
6131,262 Essex St,SWAMPSCOTT,291,459,35,42.479518582877,-70.9164612355355
14875,Paradise Rd @ Lou Rudolph Way,SWAMPSCOTT,291,448,40,42.4795605973956,-70.9053587602811
4868,Salem St @ Stanley Rd,SWAMPSCOTT,291,448,32,42.4795757197116,-70.8954825271652
49841,Montvale Ave @ Washington St,WOBURN,347,354,38,42.4796209592318,-71.1211070488011
49842,Montvale Ave @ I93 ramp,WOBURN,347,354,39,42.479680108424,-71.1171661559085
7219,460 Eastern Ave,LYNN,163,424,37,42.4797754204913,-70.934226945865
49901,Montvale Ave @ I93,WOBURN,347,354,44,42.4797926079196,-71.1171965503406
